party,per_2019,per_2014,state
RSPS,0.14%,0.10%,"Uttar Pradesh"
RSPS,0.14%,0.06%,Gujarat
CPIM,0.14%,0.90%,Jharkhand
CPIM,0.14%,0.41%,Punjab
CPIM,0.14%,0.17%,Karnataka
CPIM,0.14%,0.16%,"Madhya Pradesh"
CPIM,0.14%,0.13%,"Uttar Pradesh"
CPIM,0.14%,0.12%,Kerala
CPIM,0.14%,0.11%,Maharashtra
CPIM,0.14%,0.10%,"West Bengal"
CPIM,0.14%,0.08%,"Tamil Nadu"
JAC,0.14%,NULL,NULL
SaSaP,0.14%,0.30%,"Uttar Pradesh"
RSPS,0.14%,24.91%,Maharashtra
RSPS,0.14%,0.18%,Karnataka
RSPS,0.14%,0.10%,"Tamil Nadu"
RSPS,0.14%,0.10%,"Uttar Pradesh"
RSPS,0.14%,0.06%,Gujarat
LCD,0.14%,NULL,NULL
BAHUMP,0.14%,NULL,NULL
PECP,0.14%,0.69%,"Uttar Pradesh"
PECP,0.14%,0.56%,Bihar
PECP,0.14%,0.09%,"Madhya Pradesh"
PECP,0.14%,0.08%,Maharashtra
PECP,0.14%,0.07%,Uttarakhand
PECP,0.14%,0.03%,"NCT OF Delhi"
AIUUK,0.14%,NULL,NULL
PUDEP,0.14%,NULL,NULL
SUSP,0.14%,NULL,NULL
VCK,0.14%,19.75%,"Tamil Nadu"
NIRBHP,0.14%,NULL,NULL
MAHKRS,0.14%,NULL,NULL
AJPI,0.13%,NULL,NULL
JKPP,0.13%,NULL,NULL
PMPT,0.13%,NULL,NULL
RSPSR,0.13%,NULL,NULL
MDPF,0.13%,0.23%,Manipur
MHD,0.13%,0.17%,Bihar
SMFB,0.13%,NULL,NULL
RJsbhP,0.13%,NULL,NULL
IRNP,0.13%,NULL,NULL
BTARP,0.13%,NULL,NULL
ssrd,0.13%,0.10%,"Uttar Pradesh"
SSBD,0.13%,NULL,NULL
SUCI(C),0.13%,NULL,NULL
BYPP,0.13%,NULL,NULL
RPI(A),0.13%,4.17%,Maharashtra
RPI(A),0.13%,0.67%,Telangana
RPI(A),0.13%,0.43%,Bihar
RPI(A),0.13%,0.33%,"West Bengal"
RPI(A),0.13%,0.14%,"Madhya Pradesh"
RPI(A),0.13%,0.14%,"Uttar Pradesh"
RPI(A),0.13%,0.12%,Karnataka
RPI(A),0.13%,0.09%,Gujarat
RPI(A),0.13%,0.08%,"Tamil Nadu"
RPI(A),0.13%,0.07%,Punjab
RPI(A),0.13%,0.04%,Haryana
RPI(A),0.13%,0.04%,Kerala
RPI(A),0.13%,0.02%,"NCT OF Delhi"
SANVP,0.13%,NULL,NULL
RJANSWP,0.13%,NULL,NULL
BARP,0.13%,NULL,NULL
AIFB,0.13%,24.05%,"West Bengal"
AIFB,0.13%,0.44%,Jharkhand
AIFB,0.13%,0.31%,Assam
AIFB,0.13%,0.26%,Bihar
AIFB,0.13%,0.23%,"Madhya Pradesh"
AIFB,0.13%,0.11%,"Uttar Pradesh"
AIFB,0.13%,0.10%,Maharashtra
AIFB,0.13%,0.08%,"Andaman & Nicobar Islands"
AIFB,0.13%,0.08%,Haryana
AIFB,0.13%,0.07%,Punjab
AIFB,0.13%,0.06%,"Jammu & Kashmir"
AIFB,0.13%,0.06%,Telangana
AIFB,0.13%,0.03%,Rajasthan
AIFB,0.13%,0.03%,Karnataka
AIFB,0.13%,0.02%,"NCT OF Delhi"
BHAPRAP,0.13%,NULL,NULL
PSPU,0.13%,NULL,NULL
BKNP,0.13%,NULL,NULL
VSP,0.13%,0.02%,"NCT OF Delhi"
ALoP,0.13%,NULL,NULL
NJANP,0.13%,NULL,NULL
KKJHS,0.13%,NULL,NULL
KPPU,0.13%,NULL,NULL
BHAPRAP,0.13%,NULL,NULL
BMUP,0.13%,0.32%,Jharkhand
BMUP,0.13%,0.28%,Bihar
BMUP,0.13%,0.26%,Maharashtra
BMUP,0.13%,0.25%,Rajasthan
BMUP,0.13%,0.24%,"West Bengal"
BMUP,0.13%,0.23%,Gujarat
BMUP,0.13%,0.18%,"Dadra & Nagar Haveli"
BMUP,0.13%,0.15%,"Uttar Pradesh"
BMUP,0.13%,0.14%,Telangana
BMUP,0.13%,0.14%,"Madhya Pradesh"
BMUP,0.13%,0.12%,Goa
BMUP,0.13%,0.09%,Chandigarh
BMUP,0.13%,0.08%,Punjab
BMUP,0.13%,0.08%,Karnataka
BMUP,0.13%,0.06%,"Himachal Pradesh"
BMUP,0.13%,0.05%,Haryana
BMUP,0.13%,0.04%,Uttarakhand
BMUP,0.13%,0.04%,"NCT OF Delhi"
PUJP,0.13%,NULL,NULL
SABHP,0.13%,NULL,NULL
SaVP,0.13%,0.04%,"Madhya Pradesh"
AHNP,0.12%,NULL,NULL
UPNSE,0.12%,NULL,NULL
ETMK,0.12%,0.21%,"Tamil Nadu"
RPI(KH),0.12%,0.25%,Telangana
RPI(KH),0.12%,0.20%,"Madhya Pradesh"
RPI(KH),0.12%,0.15%,Maharashtra
RPI(KH),0.12%,0.06%,Gujarat
PNP,0.12%,NULL,NULL
SUCI(C),0.12%,NULL,NULL
ARP,0.12%,0.25%,Maharashtra
SAKSP,0.12%,NULL,NULL
PDP,0.12%,NULL,NULL
AAAP,0.12%,21.42%,"NCT OF Delhi"
AAAP,0.12%,17.67%,Chandigarh
AAAP,0.12%,17.20%,Punjab
AAAP,0.12%,3.03%,Haryana
AAAP,0.12%,2.56%,Goa
AAAP,0.12%,1.69%,Mizoram
AAAP,0.12%,1.42%,Kerala
AAAP,0.12%,1.39%,"Andaman & Nicobar Islands"
AAAP,0.12%,1.35%,Maharashtra
AAAP,0.12%,1.32%,"Himachal Pradesh"
AAAP,0.12%,0.99%,Uttarakhand
AAAP,0.12%,0.92%,Puducherry
AAAP,0.12%,0.90%,Meghalaya
AAAP,0.12%,0.82%,"Arunachal Pradesh"
AAAP,0.12%,0.81%,Gujarat
AAAP,0.12%,0.73%,"Madhya Pradesh"
AAAP,0.12%,0.72%,Rajasthan
AAAP,0.12%,0.69%,Sikkim
AAAP,0.12%,0.65%,"Daman & Diu"
AAAP,0.12%,0.62%,"Uttar Pradesh"
AAAP,0.12%,0.59%,Jharkhand
AAAP,0.12%,0.59%,"Tamil Nadu"
AAAP,0.12%,0.55%,Karnataka
AAAP,0.12%,0.54%,Bihar
AAAP,0.12%,0.43%,Manipur
AAAP,0.12%,0.41%,Tripura
AAAP,0.12%,0.32%,"Dadra & Nagar Haveli"
AAAP,0.12%,0.30%,Telangana
AAAP,0.12%,0.26%,"Jammu & Kashmir"
AAAP,0.12%,0.25%,Assam
AAAP,0.12%,0.21%,"West Bengal"
PUJP,0.12%,NULL,NULL
IND,0.12%,29.10%,Mizoram
IND,0.12%,6.14%,Meghalaya
IND,0.12%,1.73%,Assam
IND,0.12%,1.36%,Kerala
IND,0.12%,1.19%,Manipur
IND,0.12%,0.90%,Rajasthan
IND,0.12%,0.56%,Bihar
IND,0.12%,0.53%,Goa
IND,0.12%,0.53%,"Arunachal Pradesh"
IND,0.12%,0.49%,"Jammu & Kashmir"
IND,0.12%,0.47%,"Dadra & Nagar Haveli"
IND,0.12%,0.38%,"West Bengal"
IND,0.12%,0.37%,Tripura
IND,0.12%,0.36%,Jharkhand
IND,0.12%,0.28%,Punjab
IND,0.12%,0.26%,"Andaman & Nicobar Islands"
IND,0.12%,0.26%,"NCT OF Delhi"
IND,0.12%,0.26%,"Madhya Pradesh"
IND,0.12%,0.25%,Telangana
IND,0.12%,0.22%,Gujarat
IND,0.12%,0.22%,"Uttar Pradesh"
IND,0.12%,0.21%,"Himachal Pradesh"
IND,0.12%,0.21%,Maharashtra
IND,0.12%,0.19%,Uttarakhand
IND,0.12%,0.17%,Chandigarh
IND,0.12%,0.16%,Puducherry
IND,0.12%,0.15%,Karnataka
IND,0.12%,0.12%,"Tamil Nadu"
IND,0.12%,0.10%,Haryana
BKNP,0.12%,NULL,NULL
MwSP,0.12%,0.14%,"Uttar Pradesh"
AIDMMK,0.12%,NULL,NULL
IND,0.12%,29.10%,Mizoram
IND,0.12%,6.14%,Meghalaya
IND,0.12%,1.73%,Assam
IND,0.12%,1.36%,Kerala
IND,0.12%,1.19%,Manipur
IND,0.12%,0.90%,Rajasthan
IND,0.12%,0.56%,Bihar
IND,0.12%,0.53%,Goa
IND,0.12%,0.53%,"Arunachal Pradesh"
IND,0.12%,0.49%,"Jammu & Kashmir"
IND,0.12%,0.47%,"Dadra & Nagar Haveli"
IND,0.12%,0.38%,"West Bengal"
IND,0.12%,0.37%,Tripura
IND,0.12%,0.36%,Jharkhand
IND,0.12%,0.28%,Punjab
IND,0.12%,0.26%,"Andaman & Nicobar Islands"
IND,0.12%,0.26%,"NCT OF Delhi"
IND,0.12%,0.26%,"Madhya Pradesh"
IND,0.12%,0.25%,Telangana
IND,0.12%,0.22%,Gujarat
IND,0.12%,0.22%,"Uttar Pradesh"
IND,0.12%,0.21%,"Himachal Pradesh"
IND,0.12%,0.21%,Maharashtra
IND,0.12%,0.19%,Uttarakhand
IND,0.12%,0.17%,Chandigarh
IND,0.12%,0.16%,Puducherry
IND,0.12%,0.15%,Karnataka
IND,0.12%,0.12%,"Tamil Nadu"
IND,0.12%,0.10%,Haryana
IICR,0.12%,NULL,NULL
LOKJANP,0.12%,NULL,NULL
IUC,0.12%,0.30%,"West Bengal"
SDU,0.12%,NULL,NULL
BMUP,0.12%,0.32%,Jharkhand
BMUP,0.12%,0.28%,Bihar
BMUP,0.12%,0.26%,Maharashtra
BMUP,0.12%,0.25%,Rajasthan
BMUP,0.12%,0.24%,"West Bengal"
BMUP,0.12%,0.23%,Gujarat
BMUP,0.12%,0.18%,"Dadra & Nagar Haveli"
BMUP,0.12%,0.15%,"Uttar Pradesh"
BMUP,0.12%,0.14%,Telangana
BMUP,0.12%,0.14%,"Madhya Pradesh"
BMUP,0.12%,0.12%,Goa
BMUP,0.12%,0.09%,Chandigarh
BMUP,0.12%,0.08%,Punjab
BMUP,0.12%,0.08%,Karnataka
BMUP,0.12%,0.06%,"Himachal Pradesh"
BMUP,0.12%,0.05%,Haryana
BMUP,0.12%,0.04%,Uttarakhand
BMUP,0.12%,0.04%,"NCT OF Delhi"
MPP,0.12%,NULL,NULL
ACDP,0.12%,NULL,NULL
AVVP,0.12%,NULL,NULL
MPOI,0.12%,NULL,NULL
BSCP,0.12%,0.33%,"Madhya Pradesh"
BSCP,0.12%,0.11%,Haryana
BSCP,0.12%,0.11%,"Uttar Pradesh"
BMUP,0.12%,0.32%,Jharkhand
BMUP,0.12%,0.28%,Bihar
BMUP,0.12%,0.26%,Maharashtra
BMUP,0.12%,0.25%,Rajasthan
BMUP,0.12%,0.24%,"West Bengal"
BMUP,0.12%,0.23%,Gujarat
BMUP,0.12%,0.18%,"Dadra & Nagar Haveli"
BMUP,0.12%,0.15%,"Uttar Pradesh"
BMUP,0.12%,0.14%,Telangana
BMUP,0.12%,0.14%,"Madhya Pradesh"
BMUP,0.12%,0.12%,Goa
BMUP,0.12%,0.09%,Chandigarh
BMUP,0.12%,0.08%,Punjab
BMUP,0.12%,0.08%,Karnataka
BMUP,0.12%,0.06%,"Himachal Pradesh"
BMUP,0.12%,0.05%,Haryana
BMUP,0.12%,0.04%,Uttarakhand
BMUP,0.12%,0.04%,"NCT OF Delhi"
BHAPRAP,0.12%,NULL,NULL
SHS,0.12%,29.93%,Maharashtra
SHS,0.12%,1.37%,Bihar
SHS,0.12%,0.21%,Kerala
SHS,0.12%,0.19%,"Dadra & Nagar Haveli"
SHS,0.12%,0.19%,"Himachal Pradesh"
SHS,0.12%,0.18%,Assam
SHS,0.12%,0.15%,"Madhya Pradesh"
SHS,0.12%,0.15%,"Uttar Pradesh"
SHS,0.12%,0.13%,Punjab
SHS,0.12%,0.06%,Uttarakhand
SHS,0.12%,0.04%,Telangana
SHS,0.12%,0.03%,"NCT OF Delhi"
RSP,0.12%,33.50%,Kerala
RSP,0.12%,22.27%,"West Bengal"
RSP,0.12%,0.11%,Telangana
cvgrp,0.12%,NULL,NULL
DUUK,0.12%,NULL,NULL
SWSP,0.12%,0.26%,Bihar
RPI(A),0.11%,4.17%,Maharashtra
RPI(A),0.11%,0.67%,Telangana
RPI(A),0.11%,0.43%,Bihar
RPI(A),0.11%,0.33%,"West Bengal"
RPI(A),0.11%,0.14%,"Madhya Pradesh"
RPI(A),0.11%,0.14%,"Uttar Pradesh"
RPI(A),0.11%,0.12%,Karnataka
RPI(A),0.11%,0.09%,Gujarat
RPI(A),0.11%,0.08%,"Tamil Nadu"
RPI(A),0.11%,0.07%,Punjab
RPI(A),0.11%,0.04%,Haryana
RPI(A),0.11%,0.04%,Kerala
RPI(A),0.11%,0.02%,"NCT OF Delhi"
HND,0.11%,0.13%,Maharashtra
HND,0.11%,0.07%,Gujarat
RBS,0.11%,0.07%,Maharashtra
HND,0.11%,0.03%,"NCT OF Delhi"
APoI,0.11%,0.39%,"Madhya Pradesh"
APoI,0.11%,0.16%,Rajasthan
APoI,0.11%,0.16%,Maharashtra
JAC,0.11%,NULL,NULL
APoI,0.11%,0.39%,"Madhya Pradesh"
APoI,0.11%,0.16%,Rajasthan
APoI,0.11%,0.16%,Maharashtra
PPIS,0.11%,0.02%,Maharashtra
HBP,0.11%,NULL,NULL
IPBP,0.11%,NULL,NULL
KCVP,0.11%,0.04%,Karnataka
PSS,0.11%,0.33%,Bihar
PSS,0.11%,0.04%,"Madhya Pradesh"
SHS,0.11%,29.93%,Maharashtra
SHS,0.11%,1.37%,Bihar
SHS,0.11%,0.21%,Kerala
SHS,0.11%,0.19%,"Dadra & Nagar Haveli"
SHS,0.11%,0.19%,"Himachal Pradesh"
SHS,0.11%,0.18%,Assam
SHS,0.11%,0.15%,"Madhya Pradesh"
SHS,0.11%,0.15%,"Uttar Pradesh"
SHS,0.11%,0.13%,Punjab
SHS,0.11%,0.06%,Uttarakhand
SHS,0.11%,0.04%,Telangana
SHS,0.11%,0.03%,"NCT OF Delhi"
HND,0.11%,0.13%,Maharashtra
HND,0.11%,0.07%,Gujarat
HND,0.11%,0.03%,"NCT OF Delhi"
ABHP,0.11%,NULL,NULL
BSKRP,0.11%,NULL,NULL
BNJD,0.11%,0.34%,Gujarat
RPWP,0.11%,NULL,NULL
RPI(A),0.11%,4.17%,Maharashtra
RPI(A),0.11%,0.67%,Telangana
RPI(A),0.11%,0.43%,Bihar
RPI(A),0.11%,0.33%,"West Bengal"
RPI(A),0.11%,0.14%,"Madhya Pradesh"
RPI(A),0.11%,0.14%,"Uttar Pradesh"
RPI(A),0.11%,0.12%,Karnataka
RPI(A),0.11%,0.09%,Gujarat
RPI(A),0.11%,0.08%,"Tamil Nadu"
RPI(A),0.11%,0.07%,Punjab
RPI(A),0.11%,0.04%,Haryana
RPI(A),0.11%,0.04%,Kerala
RPI(A),0.11%,0.02%,"NCT OF Delhi"
NSCBRAP,0.11%,NULL,NULL
NRCong,0.11%,NULL,NULL
BJKD,0.11%,0.39%,"Uttar Pradesh"
BJKD,0.11%,0.23%,Bihar
SJSMP,0.11%,NULL,NULL
ANC,0.11%,0.25%,"Uttar Pradesh"
ANC,0.11%,0.17%,Uttarakhand
ANC,0.11%,0.17%,Telangana
ANC,0.11%,0.15%,Karnataka
ANC,0.11%,0.09%,Maharashtra
ANC,0.11%,0.02%,"NCT OF Delhi"
RPI(A),0.11%,4.17%,Maharashtra
RPI(A),0.11%,0.67%,Telangana
RPI(A),0.11%,0.43%,Bihar
RPI(A),0.11%,0.33%,"West Bengal"
RPI(A),0.11%,0.14%,"Madhya Pradesh"
RPI(A),0.11%,0.14%,"Uttar Pradesh"
RPI(A),0.11%,0.12%,Karnataka
RPI(A),0.11%,0.09%,Gujarat
RPI(A),0.11%,0.08%,"Tamil Nadu"
RPI(A),0.11%,0.07%,Punjab
RPI(A),0.11%,0.04%,Haryana
RPI(A),0.11%,0.04%,Kerala
RPI(A),0.11%,0.02%,"NCT OF Delhi"
KMSP,0.11%,NULL,NULL
TECPI,0.11%,0.12%,Telangana
SWJP,0.11%,0.36%,"West Bengal"
SWJP,0.11%,0.29%,"Madhya Pradesh"
SP,0.11%,13.27%,"Uttar Pradesh"
RPI(A),0.11%,4.17%,Maharashtra
SP,0.11%,1.20%,"West Bengal"
SP,0.11%,1.18%,"Madhya Pradesh"
SP,0.11%,0.98%,Lakshadweep
RPI(A),0.11%,0.67%,Telangana
SP,0.11%,0.54%,Jharkhand
SP,0.11%,0.51%,Bihar
RPI(A),0.11%,0.43%,Bihar
SP,0.11%,0.39%,Uttarakhand
RPI(A),0.11%,0.33%,"West Bengal"
SP,0.11%,0.25%,Assam
SP,0.11%,0.19%,Rajasthan
SP,0.11%,0.19%,Maharashtra
SP,0.11%,0.18%,"Himachal Pradesh"
SP,0.11%,0.16%,Haryana
SP,0.11%,0.15%,"Jammu & Kashmir"
SP,0.11%,0.15%,Gujarat
SP,0.11%,0.14%,"Tamil Nadu"
RPI(A),0.11%,0.14%,"Madhya Pradesh"
SP,0.11%,0.14%,"Andaman & Nicobar Islands"
RPI(A),0.11%,0.14%,"Uttar Pradesh"
SP,0.11%,0.13%,Karnataka
RPI(A),0.11%,0.12%,Karnataka
RPI(A),0.11%,0.09%,Gujarat
RPI(A),0.11%,0.08%,"Tamil Nadu"
RPI(A),0.11%,0.07%,Punjab
SP,0.11%,0.06%,Punjab
RPI(A),0.11%,0.04%,Haryana
RPI(A),0.11%,0.04%,Kerala
RPI(A),0.11%,0.02%,"NCT OF Delhi"
RABSP,0.11%,NULL,NULL
RPI,0.11%,0.49%,Maharashtra
RPI,0.11%,0.35%,Telangana
RPI,0.11%,0.11%,Haryana
RPI,0.11%,0.11%,Punjab
RPI,0.11%,0.02%,Kerala
RPI,0.11%,0.02%,"Tamil Nadu"
BHBHP,0.11%,NULL,NULL
JPS,0.11%,0.35%,Bihar
JPS,0.11%,0.13%,"Uttar Pradesh"
ANIJP,0.11%,NULL,NULL
JAJGP,0.11%,NULL,NULL
BARESP,0.11%,NULL,NULL
BJAZP,0.11%,NULL,NULL
BSSPA,0.11%,NULL,NULL
PBI,0.11%,0.15%,Bihar
KMSP,0.11%,NULL,NULL
RTAMP,0.11%,NULL,NULL
SANVP,0.11%,NULL,NULL
SUCI(C),0.11%,NULL,NULL
DPIN,0.11%,NULL,NULL
BIP,0.11%,0.24%,Bihar
BIP,0.11%,0.05%,Haryana
KS,0.11%,0.20%,Bihar
JAAP,0.11%,NULL,NULL
RAPI,0.11%,NULL,NULL
RASMARP,0.10%,NULL,NULL
RDU,0.10%,NULL,NULL
IDRP,0.10%,NULL,NULL
ABGP,0.10%,NULL,NULL
PPOI,0.10%,0.33%,Telangana
PPOI,0.10%,0.14%,Karnataka
JPJD,0.10%,0.35%,Bihar
BLRP,0.10%,NULL,NULL
KPPR,0.10%,NULL,NULL
BHAPRAP,0.10%,NULL,NULL
ABJS,0.10%,0.46%,Bihar
ABJS,0.10%,0.28%,Jharkhand
ABJS,0.10%,0.03%,Maharashtra
RJNP,0.10%,0.17%,"West Bengal"
UMK,0.10%,0.08%,"Tamil Nadu"
RACHEP,0.10%,NULL,NULL
RMPOI,0.10%,NULL,NULL
rajpt,0.10%,NULL,NULL
SaRaPa,0.10%,NULL,NULL
BSP(A),0.10%,0.14%,Punjab
PRJP,0.10%,NULL,NULL
SAKAP,0.10%,NULL,NULL
ANC,0.10%,0.25%,"Uttar Pradesh"
ANC,0.10%,0.17%,Uttarakhand
ANC,0.10%,0.17%,Telangana
ANC,0.10%,0.15%,Karnataka
ANC,0.10%,0.09%,Maharashtra
ANC,0.10%,0.02%,"NCT OF Delhi"
NaLP,0.10%,0.21%,Bihar
SanS,0.10%,NULL,NULL
SP(I),0.10%,0.82%,Nagaland
SP(I),0.10%,0.36%,Jharkhand
SP(I),0.10%,0.18%,Maharashtra
SP(I),0.10%,0.12%,Rajasthan
SP(I),0.10%,0.10%,"Uttar Pradesh"
SP(I),0.10%,0.04%,"NCT OF Delhi"
SP(I),0.10%,0.03%,Telangana
NATJUP,0.10%,NULL,NULL
VIPty,0.10%,NULL,NULL
ASaP,0.10%,0.09%,"Uttar Pradesh"
SJPT,0.10%,NULL,NULL
APoI,0.10%,0.39%,"Madhya Pradesh"
APoI,0.10%,0.16%,Rajasthan
APoI,0.10%,0.16%,Maharashtra
NATWOMP,0.10%,NULL,NULL
BSHSP,0.10%,NULL,NULL
RJSPS,0.10%,NULL,NULL
RASAP,0.10%,NULL,NULL
SUCI(C),0.10%,NULL,NULL
AgIMK,0.10%,NULL,NULL
MDKMGPH,0.10%,NULL,NULL
RGOP,0.10%,NULL,NULL
YJJP,0.10%,NULL,NULL
RTKP,0.10%,0.06%,"Uttar Pradesh"
JaSSP,0.10%,NULL,NULL
BHAIP,0.10%,NULL,NULL
JD(U),0.10%,9.36%,Bihar
JD(U),0.10%,1.28%,Rajasthan
JD(U),0.10%,1.12%,Jharkhand
JD(U),0.10%,0.77%,"Madhya Pradesh"
JD(U),0.10%,0.54%,Gujarat
JD(U),0.10%,0.33%,Maharashtra
JD(U),0.10%,0.25%,Telangana
JD(U),0.10%,0.24%,"Uttar Pradesh"
JD(U),0.10%,0.19%,Punjab
JD(U),0.10%,0.15%,"West Bengal"
JD(U),0.10%,0.12%,Manipur
JD(U),0.10%,0.12%,"Dadra & Nagar Haveli"
JD(U),0.10%,0.12%,Karnataka
JD(U),0.10%,0.10%,Kerala
JD(U),0.10%,0.07%,Chandigarh
JD(U),0.10%,0.06%,Haryana
JD(U),0.10%,0.03%,Puducherry
JD(U),0.10%,0.02%,"Tamil Nadu"
KBD,0.10%,NULL,NULL
BaHaP,0.10%,NULL,NULL
KKJHS,0.10%,NULL,NULL
PSPL,0.10%,NULL,NULL
INL,0.10%,0.17%,"Uttar Pradesh"
aicp,0.10%,0.09%,Punjab
aicp,0.10%,0.06%,"Uttar Pradesh"
JSVP,0.10%,NULL,NULL
RMMP,0.10%,NULL,NULL
PPIS,0.09%,0.02%,Maharashtra
PPID,0.09%,NULL,NULL
DMSK,0.09%,NULL,NULL
ARPS,0.09%,0.25%,Telangana
AABHAP,0.09%,NULL,NULL
PPID,0.09%,NULL,NULL
HND,0.09%,0.13%,Maharashtra
HND,0.09%,0.07%,Gujarat
HND,0.09%,0.03%,"NCT OF Delhi"
ANSP,0.09%,NULL,NULL
JAC,0.09%,NULL,NULL
VCK,0.09%,19.75%,"Tamil Nadu"
ANC,0.09%,0.25%,"Uttar Pradesh"
ANC,0.09%,0.17%,Uttarakhand
ANC,0.09%,0.17%,Telangana
ANC,0.09%,0.15%,Karnataka
ANC,0.09%,0.09%,Maharashtra
ANC,0.09%,0.02%,"NCT OF Delhi"
BJNP,0.09%,NULL,NULL
ADRSP,0.09%,NULL,NULL
PPID,0.09%,NULL,NULL
BSUSP,0.09%,NULL,NULL
CPI(ML)(L),0.09%,2.72%,Jharkhand
CPI(ML)(L),0.09%,1.27%,Bihar
CPI(ML)(L),0.09%,0.70%,Assam
CPI(ML)(L),0.09%,0.64%,Gujarat
CPI(ML)(L),0.09%,0.47%,"West Bengal"
CPI(ML)(L),0.09%,0.36%,Tripura
CPI(ML)(L),0.09%,0.32%,Chandigarh
CPI(ML)(L),0.09%,0.28%,Uttarakhand
CPI(ML)(L),0.09%,0.26%,Punjab
CPI(ML)(L),0.09%,0.23%,Telangana
CPI(ML)(L),0.09%,0.22%,"Uttar Pradesh"
CPI(ML)(L),0.09%,0.18%,Rajasthan
CPI(ML)(L),0.09%,0.17%,"Tamil Nadu"
CPI(ML)(L),0.09%,0.16%,"Andaman & Nicobar Islands"
CPI(ML)(L),0.09%,0.13%,Karnataka
CPI(ML)(L),0.09%,0.05%,Puducherry
JSVP,0.09%,NULL,NULL
BARESP,0.09%,NULL,NULL
MLPOIRF,0.09%,NULL,NULL
PSJP,0.09%,0.03%,"Uttar Pradesh"
GJPP,0.09%,NULL,NULL
BHAZS,0.09%,NULL,NULL
RJanPty,0.09%,NULL,NULL
BPSJP,0.09%,NULL,NULL
BRSP,0.09%,NULL,NULL
DSPVAD,0.09%,NULL,NULL
AIP,0.09%,NULL,NULL
SUCI(C),0.09%,NULL,NULL
IND,0.09%,29.10%,Mizoram
IND,0.09%,6.14%,Meghalaya
IND,0.09%,1.73%,Assam
IND,0.09%,1.36%,Kerala
IND,0.09%,1.19%,Manipur
IND,0.09%,0.90%,Rajasthan
IND,0.09%,0.56%,Bihar
IND,0.09%,0.53%,Goa
IND,0.09%,0.53%,"Arunachal Pradesh"
IND,0.09%,0.49%,"Jammu & Kashmir"
IND,0.09%,0.47%,"Dadra & Nagar Haveli"
IND,0.09%,0.38%,"West Bengal"
IND,0.09%,0.37%,Tripura
IND,0.09%,0.36%,Jharkhand
IND,0.09%,0.28%,Punjab
IND,0.09%,0.26%,"Andaman & Nicobar Islands"
IND,0.09%,0.26%,"NCT OF Delhi"
IND,0.09%,0.26%,"Madhya Pradesh"
IND,0.09%,0.25%,Telangana
IND,0.09%,0.22%,Gujarat
IND,0.09%,0.22%,"Uttar Pradesh"
IND,0.09%,0.21%,"Himachal Pradesh"
IND,0.09%,0.21%,Maharashtra
IND,0.09%,0.19%,Uttarakhand
IND,0.09%,0.17%,Chandigarh
IND,0.09%,0.16%,Puducherry
IND,0.09%,0.15%,Karnataka
IND,0.09%,0.12%,"Tamil Nadu"
IND,0.09%,0.10%,Haryana
BUNKD,0.09%,NULL,NULL
KMBS,0.09%,0.23%,"Uttar Pradesh"
RND,0.09%,0.35%,Bihar
RND,0.09%,0.05%,"Uttar Pradesh"
JSVP,0.09%,NULL,NULL
AIFB,0.09%,24.05%,"West Bengal"
AIFB,0.09%,0.44%,Jharkhand
AIFB,0.09%,0.31%,Assam
AIFB,0.09%,0.26%,Bihar
AIFB,0.09%,0.23%,"Madhya Pradesh"
AIFB,0.09%,0.11%,"Uttar Pradesh"
AIFB,0.09%,0.10%,Maharashtra
AIFB,0.09%,0.08%,"Andaman & Nicobar Islands"
AIFB,0.09%,0.08%,Haryana
AIFB,0.09%,0.07%,Punjab
AIFB,0.09%,0.06%,"Jammu & Kashmir"
AIFB,0.09%,0.06%,Telangana
AIFB,0.09%,0.03%,Rajasthan
AIFB,0.09%,0.03%,Karnataka
AIFB,0.09%,0.02%,"NCT OF Delhi"
FDLP,0.09%,NULL,NULL
HBP,0.09%,NULL,NULL
JMBP,0.09%,0.24%,Bihar
JMBP,0.09%,0.22%,Tripura
JMBP,0.09%,0.16%,Manipur
JMBP,0.09%,0.13%,Rajasthan
JMBP,0.09%,0.12%,"Jammu & Kashmir"
JMBP,0.09%,0.11%,"Madhya Pradesh"
JMBP,0.09%,0.11%,"Uttar Pradesh"
JMBP,0.09%,0.05%,"NCT OF Delhi"
JMBP,0.09%,0.03%,Maharashtra
NATWOMP,0.09%,NULL,NULL
RP(K),0.09%,1.05%,Telangana
RP(K),0.09%,0.16%,Maharashtra
NIDP,0.09%,NULL,NULL
JSEP,0.09%,0.13%,"Uttar Pradesh"
YSRPP,0.09%,NULL,NULL
RPI,0.09%,0.49%,Maharashtra
RPI,0.09%,0.35%,Telangana
RPI,0.09%,0.11%,Haryana
RPI,0.09%,0.11%,Punjab
RPI,0.09%,0.02%,Kerala
RPI,0.09%,0.02%,"Tamil Nadu"
RRP,0.09%,0.12%,"Uttar Pradesh"
SUCI(C),0.09%,NULL,NULL
SP(I),0.09%,0.82%,Nagaland
SP(I),0.09%,0.36%,Jharkhand
JMBP,0.09%,0.24%,Bihar
JMBP,0.09%,0.22%,Tripura
SP(I),0.09%,0.18%,Maharashtra
JMBP,0.09%,0.16%,Manipur
JMBP,0.09%,0.13%,Rajasthan
JMBP,0.09%,0.12%,"Jammu & Kashmir"
SP(I),0.09%,0.12%,Rajasthan
